row_idx	read_id	chrom	alignment_start	alignment_end	read_length	is_reverse	mapq	region_id	region_name	split
5	d8d43c25-c84b-49bb-b02a-bf68b64a9214	chr11	785684	817920	32162	True	60	0	chr16_rank1_score6.530_reads411	train
8	5e976fea-4d05-4798-a5db-e953d8dd44f5	chr11	790476	821897	31153	False	60	0	chr16_rank1_score6.530_reads411	train
11	19637800-7ade-4b0f-8f79-1bd683fdf75e	chr11	792177	820232	28046	False	60	0	chr16_rank1_score6.530_reads411	train
12	fe27e609-0704-4503-8ba5-3ef217a68d96	chr11	793988	806364	17780	True	60	0	chr16_rank1_score6.530_reads411	train
15	51502f73-566e-4727-a417-04f98d4b4768	chr11	796738	804484	7747	False	60	0	chr16_rank1_score6.530_reads411	train
16	7c85d086-642d-4df2-b0ac-dfec746aca96	chr11	796738	804483	7728	True	60	0	chr16_rank1_score6.530_reads411	train
19	705929d7-05e0-4874-8c17-139b5364b1c9	chr11	797722	812326	14597	True	60	0	chr16_rank1_score6.530_reads411	train
20	49092a64-b858-43e8-b95e-608147030952	chr11	798122	808124	10011	False	60	0	chr16_rank1_score6.530_reads411	train
21	a54239cf-6196-4e2b-9a64-10626089ff4e	chr11	798125	805800	7618	True	60	0	chr16_rank1_score6.530_reads411	train
22	a5546185-6b31-4b3b-bdad-42e92f1567e4	chr11	798871	806762	7616	False	60	0	chr16_rank1_score6.530_reads411	train
23	c2d7e336-f6e3-4a10-9d6d-47bc534758a1	chr11	798973	806082	7125	False	60	0	chr16_rank1_score6.530_reads411	train
24	22adfcd7-ca1e-4737-a8cc-196ed63f8a7a	chr11	799133	809703	10575	True	60	0	chr16_rank1_score6.530_reads411	train
25	036b7299-2770-4c84-a854-199a6097a7dd	chr11	800318	804182	3982	False	60	0	chr16_rank1_score6.530_reads411	train
26	9d2d3de0-d2f2-4332-a515-89dae729c644	chr11	800486	806729	6196	True	60	0	chr16_rank1_score6.530_reads411	train
27	f42a0ba3-aae4-449d-a933-61f22bdd1aa1	chr11	800889	807305	6108	True	60	0	chr16_rank1_score6.530_reads411	train
28	81714017-ad8b-4daa-b3ef-880adc2b7e14	chr11	801085	822504	21361	False	60	0	chr16_rank1_score6.530_reads411	train
29	514dbd85-812b-402f-ae17-bcf40854a525	chr11	801199	802497	1316	True	60	0	chr16_rank1_score6.530_reads411	train
30	305325be-2d7b-4c69-819f-1111f30b040b	chr11	801441	823859	22437	False	60	0	chr16_rank1_score6.530_reads411	train
31	01ba8eea-8cbd-4239-a0b8-e4a103334e54	chr11	801443	823859	22223	True	60	0	chr16_rank1_score6.530_reads411	train
32	37100e4b-8c6f-4080-9639-def67bcc7fd1	chr11	802495	806774	4230	False	60	0	chr16_rank1_score6.530_reads411	train
33	368f9e92-653f-4658-a984-59b560a2a72d	chr11	802500	806775	4145	True	60	0	chr16_rank1_score6.530_reads411	train
