row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq
0	b5f8e1b9-b335-41b1-9c55-015f7e53f3f3	chr17	8054780	8104854	49962	0	32768	32768	True	60
1	b5f8e1b9-b335-41b1-9c55-015f7e53f3f3	chr17	8054780	8104854	49962	16384	49152	32768	True	60
2	b5f8e1b9-b335-41b1-9c55-015f7e53f3f3	chr17	8054780	8104854	49962	17194	49962	32768	True	60
3	b5f8e1b9-b335-41b1-9c55-015f7e53f3f3	chr17	8054780	8104854	49962	32768	49962	17194	True	60
4	b5f8e1b9-b335-41b1-9c55-015f7e53f3f3	chr17	8054780	8104854	49962	49152	49962	810	True	60
5	7c8ae5af-118d-4ad4-96f5-bac20333a811	chr17	8064719	8100387	35562	0	32768	32768	False	60
6	7c8ae5af-118d-4ad4-96f5-bac20333a811	chr17	8064719	8100387	35562	2794	35562	32768	False	60
7	7c8ae5af-118d-4ad4-96f5-bac20333a811	chr17	8064719	8100387	35562	16384	35562	19178	False	60
8	7c8ae5af-118d-4ad4-96f5-bac20333a811	chr17	8064719	8100387	35562	32768	35562	2794	False	60
9	85336340-0902-4c6f-b729-c4e73a24a878	chr17	8066645	8110519	43577	0	32768	32768	True	60
10	85336340-0902-4c6f-b729-c4e73a24a878	chr17	8066645	8110519	43577	10809	43577	32768	True	60
11	85336340-0902-4c6f-b729-c4e73a24a878	chr17	8066645	8110519	43577	16384	43577	27193	True	60
12	85336340-0902-4c6f-b729-c4e73a24a878	chr17	8066645	8110519	43577	32768	43577	10809	True	60
13	2cce5ebf-1b70-4979-996c-880ee8de0b0d	chr17	8067905	8104915	35976	0	32768	32768	False	60
14	2cce5ebf-1b70-4979-996c-880ee8de0b0d	chr17	8067905	8104915	35976	3208	35976	32768	False	60
15	2cce5ebf-1b70-4979-996c-880ee8de0b0d	chr17	8067905	8104915	35976	16384	35976	19592	False	60
16	2cce5ebf-1b70-4979-996c-880ee8de0b0d	chr17	8067905	8104915	35976	32768	35976	3208	False	60
17	348dbf6c-32a4-4f0d-a284-2b18399b0c2c	chr17	8073125	8112641	37988	0	32768	32768	True	60
18	348dbf6c-32a4-4f0d-a284-2b18399b0c2c	chr17	8073125	8112641	37988	5220	37988	32768	True	60
