row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq	region_id	region_name	split	sample	sample_id
0	d7a74ac6-bdc8-484c-8890-3b579e8a9a40	chr11	780071	843158	62155	0	32768	32768	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
1	d7a74ac6-bdc8-484c-8890-3b579e8a9a40	chr11	780071	843158	62155	16384	49152	32768	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
2	d7a74ac6-bdc8-484c-8890-3b579e8a9a40	chr11	780071	843158	62155	29387	62155	32768	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
3	d7a74ac6-bdc8-484c-8890-3b579e8a9a40	chr11	780071	843158	62155	32768	62155	29387	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
4	d7a74ac6-bdc8-484c-8890-3b579e8a9a40	chr11	780071	843158	62155	49152	62155	13003	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
5	5f894641-b57b-485d-acbc-3d2993a27907	chr11	784074	827905	43996	0	32768	32768	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
6	5f894641-b57b-485d-acbc-3d2993a27907	chr11	784074	827905	43996	11228	43996	32768	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
7	5f894641-b57b-485d-acbc-3d2993a27907	chr11	784074	827905	43996	16384	43996	27612	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
8	5f894641-b57b-485d-acbc-3d2993a27907	chr11	784074	827905	43996	32768	43996	11228	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
9	4e7f7f36-3fc8-4911-aaa6-999012b60c82	chr11	785660	818125	31329	0	31329	31329	False	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
10	808eca5f-97dc-451d-b4af-210f242bf2ad	chr11	789190	870897	81390	0	32768	32768	True	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
11	808eca5f-97dc-451d-b4af-210f242bf2ad	chr11	789190	870897	81390	16384	49152	32768	True	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
12	808eca5f-97dc-451d-b4af-210f242bf2ad	chr11	789190	870897	81390	32768	65536	32768	True	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
13	808eca5f-97dc-451d-b4af-210f242bf2ad	chr11	789190	870897	81390	48622	81390	32768	True	60	0	chr16_rank1_score6.530_reads411	train	merged_e5b	0
14	032000ef-ea9c-4bc4-aeca-2a5b162672ec	chr11	64185751	64218270	31690	0	31690	31690	True	56	1	chr16_rank2_score6.477_reads404	train	merged_e5b	0
15	6d459926-35ba-4e90-a473-22aa98c498f9	chr11	64188284	64212693	30485	0	30485	30485	True	60	1	chr16_rank2_score6.477_reads404	train	merged_e5b	0
16	bbd4b111-7ae5-4f92-ae10-6c326d91903a	chr11	64190303	64212122	21816	0	21816	21816	False	60	1	chr16_rank2_score6.477_reads404	train	merged_e5b	0
17	e2476de9-6aeb-45ed-9704-dfe93ad71e9c	chr11	64190303	64212122	21819	0	21819	21819	True	60	1	chr16_rank2_score6.477_reads404	train	merged_e5b	0
