row_idx	read_id	chrom	alignment_start	alignment_end	read_length	is_reverse	mapq	region_id	region_name	split
0	0800a075-8707-4b39-a0d7-416023d16c0d	chr16	672695	701466	28693	True	60	2	chr16_rank3_score4.722_reads400	train
1	020f2806-96d0-431d-bcd4-377613fd6fa7	chr16	677718	707218	29115	True	60	2	chr16_rank3_score4.722_reads400	train
2	b8932fe8-082c-4170-8f41-7cb0831a9af4	chr16	683839	710400	26392	False	60	2	chr16_rank3_score4.722_reads400	train
3	697697f7-4c01-4df6-8807-d10b99456213	chr16	686369	714171	27713	True	60	0	chr16_rank1_score5.069_reads370	train
4	dbb9e6ef-7bf7-45f1-a97b-67f34f72cdc1	chr16	686568	716344	32617	True	60	0	chr16_rank1_score5.069_reads370	train
5	75b16a2c-b3bc-49e2-8c02-472824fe064c	chr16	688106	714316	25896	True	60	0	chr16_rank1_score5.069_reads370	train
6	ccbaf612-f819-45b9-92e9-c455820865ae	chr16	689841	704525	14802	True	60	2	chr16_rank3_score4.722_reads400	train
7	c221e52d-bf1a-4bfb-97f5-e3857b86eb72	chr16	690098	700422	10410	False	60	2	chr16_rank3_score4.722_reads400	train
8	ab18c8de-dd92-41a0-884a-911875fb28a0	chr16	690438	713964	23618	True	60	0	chr16_rank1_score5.069_reads370	train
9	cde5f51a-b97b-4722-9903-c3a02f24b482	chr16	691531	704110	12672	True	60	2	chr16_rank3_score4.722_reads400	train
10	e6e802f5-ede8-4e2c-90f1-8e1fc2369100	chr16	691807	713296	20628	True	60	0	chr16_rank1_score5.069_reads370	train
11	1895a75a-c106-4661-8552-427a34938750	chr16	691888	707562	15811	True	60	2	chr16_rank3_score4.722_reads400	train
12	f516fc73-8588-410f-b1fd-6c18ddabc592	chr16	692301	713017	26280	True	60	0	chr16_rank1_score5.069_reads370	train
13	18d4a0b6-aab6-4bbf-879e-9bce0f25fa0d	chr16	692493	713102	20417	True	60	0	chr16_rank1_score5.069_reads370	train
14	c3d0e78b-7122-46c4-9093-baf5cd0f5ee9	chr16	692846	707948	15164	False	60	0	chr16_rank1_score5.069_reads370	train
15	10bcd92a-b495-4dc6-998f-27d67dac3038	chr16	693207	714543	27219	True	60	0	chr16_rank1_score5.069_reads370	train
16	0ab2d6fe-2712-4b74-9e00-82277dbcdf25	chr16	693365	708133	14759	True	60	0	chr16_rank1_score5.069_reads370	train
17	dd546897-d104-4625-8835-cdd2896cddf4	chr16	693433	724148	30754	False	60	0	chr16_rank1_score5.069_reads370	train
18	6c8bc780-0cac-4c30-a287-ad1587bf8b3f	chr16	693456	702349	8951	False	60	2	chr16_rank3_score4.722_reads400	train
19	8b29d801-fdb6-40a1-8c08-d5e5e1fd8ed7	chr16	695902	703131	7344	True	60	2	chr16_rank3_score4.722_reads400	train
20	70ef7166-5e58-4ffc-aa8e-e199248b9f7b	chr16	696678	701020	4364	False	60	2	chr16_rank3_score4.722_reads400	train
21	85294a71-cf20-40b6-8b04-f65472ba0cd9	chr16	697146	704019	6870	False	60	0	chr16_rank1_score5.069_reads370	train
22	e6f2a6be-0c02-4800-a08b-54c7e67ae4e8	chr16	697226	704137	6903	True	60	0	chr16_rank1_score5.069_reads370	train
23	a77340ad-9e79-44e3-af6d-4830e2b14db0	chr16	697473	719176	21661	True	60	0	chr16_rank1_score5.069_reads370	train
24	c36127f8-9f1d-418b-8db5-2c8a299f3eb2	chr16	697585	703492	5919	True	60	0	chr16_rank1_score5.069_reads370	train
25	1ff7b224-4536-4f58-8b55-f9a4de98ce55	chr16	698105	709536	11445	True	60	0	chr16_rank1_score5.069_reads370	train
26	ebd0eb89-304a-4485-8f0e-a79492ff5271	chr16	698462	702957	8723	True	60	0	chr16_rank1_score5.069_reads370	train
27	bd498436-9126-4c66-9ec0-259c9b4877d6	chr16	698652	703229	4481	False	60	0	chr16_rank1_score5.069_reads370	train
28	c16be0bd-b20c-4f49-943e-9b37369e14a6	chr16	698970	713245	14260	True	60	0	chr16_rank1_score5.069_reads370	train
29	01835054-cbe8-4a55-8473-cfd87aa4c1b6	chr16	699451	702794	3383	False	60	0	chr16_rank1_score5.069_reads370	train
30	c25cee62-286c-4095-940c-f5d06f9cff03	chr16	699663	705604	5939	True	60	0	chr16_rank1_score5.069_reads370	train
31	7d6a8b17-e235-419a-a6b0-37153e026ae5	chr16	699729	707640	7687	True	60	0	chr16_rank1_score5.069_reads370	train
32	aca31347-f81a-4354-8d07-cae14911c145	chr16	699732	704439	4694	False	60	0	chr16_rank1_score5.069_reads370	train
33	754683fe-4736-4cde-b7ab-0ceb2ea7df44	chr16	700137	725953	25758	False	60	0	chr16_rank1_score5.069_reads370	train
34	2ff830cc-87d9-4496-9e24-91b08e3b481d	chr16	701447	706366	4952	False	60	0	chr16_rank1_score5.069_reads370	train
35	9f9439b4-4629-4e81-940d-5b49a0e7097f	chr16	702115	707255	4792	True	60	0	chr16_rank1_score5.069_reads370	train
36	ee0db3e3-6566-4d79-b619-4c4d190f6d84	chr16	702328	707980	5594	False	60	0	chr16_rank1_score5.069_reads370	train
37	c5f3b436-bc04-4a9a-b2d4-6655172362f2	chr16	702673	706604	3845	False	60	0	chr16_rank1_score5.069_reads370	train
38	998e1086-1d42-4a9a-95f6-6b8caa593fc6	chr16	702727	708406	5475	False	60	0	chr16_rank1_score5.069_reads370	train
39	1f17165c-721d-4a5f-85c1-128485750b70	chr16	703089	709505	6196	True	60	0	chr16_rank1_score5.069_reads370	train
40	bdce8958-127b-4671-995b-c3c2a5e2b55b	chr16	703662	709514	5682	True	60	0	chr16_rank1_score5.069_reads370	train
41	2ec5ad94-28c1-4719-aa37-1abb206dd60c	chr16	703692	704262	579	True	60	0	chr16_rank1_score5.069_reads370	train
42	06f860c0-392e-4662-9441-cbb854355a72	chr16	703948	716831	22663	True	60	0	chr16_rank1_score5.069_reads370	train
43	2a0ee669-94d2-4502-84da-2773915eda56	chr16	704287	737355	32399	False	60	0	chr16_rank1_score5.069_reads370	train
44	3987755a-efa4-4881-a91e-36f8aa5e3b58	chr16	704291	737364	32369	True	60	0	chr16_rank1_score5.069_reads370	train
45	07d9f7ad-ca20-4366-8637-21536748f37e	chr16	704302	704375	107	False	23	0	chr16_rank1_score5.069_reads370	train
46	211b3294-6b18-4019-83c2-f8e6605f15c3	chr16	705456	734246	28093	True	60	0	chr16_rank1_score5.069_reads370	train
47	fb702bf7-9052-43ba-a779-f6b51b4b8a6a	chr16	705458	734238	28310	False	60	0	chr16_rank1_score5.069_reads370	train
48	954250fe-0aeb-4a77-aa3d-11f90752512d	chr16	706215	710581	4317	True	60	0	chr16_rank1_score5.069_reads370	train
49	09854afd-145a-4ee0-aa27-c496be7b7a2f	chr16	706254	725551	19277	False	60	0	chr16_rank1_score5.069_reads370	train
60	c4d98bf6-459a-40d2-b798-18eef23392e9	chr16	3091138	3114999	23717	False	60	1	chr16_rank2_score4.990_reads483	train
63	1ffa55b7-e822-40cb-8e7e-509ad08fc2c3	chr16	3093379	3111644	22423	False	60	1	chr16_rank2_score4.990_reads483	train
64	a415c536-077f-4045-bfde-c76559875aca	chr16	3093871	3113022	19082	False	60	1	chr16_rank2_score4.990_reads483	train
65	45301e55-d0f0-412a-b05d-33dd7cfd3d2d	chr16	3093941	3124343	30233	False	60	1	chr16_rank2_score4.990_reads483	train
67	e429aaf4-7610-4f92-bce3-d6ec74d17b67	chr16	3094795	3106682	11887	False	60	1	chr16_rank2_score4.990_reads483	train
69	8ca9883e-25cd-473c-a780-f4a26129ae58	chr16	3095362	3108907	13537	False	60	1	chr16_rank2_score4.990_reads483	train
71	6a5edff9-ece7-4415-b40e-19e7fb764708	chr16	3095931	3105107	9178	False	60	1	chr16_rank2_score4.990_reads483	train
72	e2d21d75-8e5f-4c7b-8487-6a9f3f7d81ad	chr16	3096569	3104114	7558	False	60	1	chr16_rank2_score4.990_reads483	train
73	6da81c7a-6c82-41f0-aec1-a3b02bca0f8d	chr16	3096892	3129539	32035	True	60	1	chr16_rank2_score4.990_reads483	train
74	d0f54d84-11d0-4d70-94a4-4c5e5dfd997a	chr16	3097136	3107121	9972	False	60	1	chr16_rank2_score4.990_reads483	train
75	0ec760e1-bd2c-48fe-b19f-a54fb3182316	chr16	3097353	3106559	9175	False	60	1	chr16_rank2_score4.990_reads483	train
76	2988cd3f-0c51-449a-b766-3bad26a3261c	chr16	3097609	3103620	5997	True	60	1	chr16_rank2_score4.990_reads483	train
77	9415ab6b-82df-4687-a5cc-023b8247dfee	chr16	3097610	3104450	6866	True	60	1	chr16_rank2_score4.990_reads483	train
78	678d015e-83aa-4525-896d-15005ac1c0f7	chr16	3097709	3103785	6082	False	60	1	chr16_rank2_score4.990_reads483	train
79	b8640fb9-a244-4925-a84d-ae82a42c00fc	chr16	3098664	3102776	4115	True	60	1	chr16_rank2_score4.990_reads483	train
81	969c2c45-e4eb-471e-a3d2-664b518d3dcd	chr16	3099882	3129950	29987	True	60	1	chr16_rank2_score4.990_reads483	train
82	aaafbbcc-4dfc-4c51-8bd3-9f1a1976ff98	chr16	3100640	3113943	13278	True	60	1	chr16_rank2_score4.990_reads483	train
83	415dbf6e-2492-45c2-a317-c3dc668470be	chr16	3101904	3112467	10072	False	29	1	chr16_rank2_score4.990_reads483	train
84	7bccad0f-c070-4dc2-a933-a5689d11bbd2	chr16	3102305	3120440	23173	True	60	1	chr16_rank2_score4.990_reads483	train
85	a9f57462-fc93-42a7-87d0-b4407d6d3399	chr16	3102380	3106723	4367	True	60	1	chr16_rank2_score4.990_reads483	train
86	17155fc8-1cac-41b4-9a1f-f3b826538228	chr16	3102418	3102531	116	True	30	1	chr16_rank2_score4.990_reads483	train
87	0652fcbe-f3fe-4f6e-8e72-b0b3c03e82c2	chr16	3102972	3106679	3639	False	27	1	chr16_rank2_score4.990_reads483	train
88	4e5f5eef-983f-4aee-ad1e-98c869724496	chr16	3103612	3111741	7816	True	34	1	chr16_rank2_score4.990_reads483	train
89	f386529d-94c1-4ff6-87f4-b0b69155975f	chr16	3103760	3112559	8692	False	60	1	chr16_rank2_score4.990_reads483	train
90	02c63f08-eac8-4d87-8ca6-0bf204115ee9	chr16	3103862	3109132	5276	True	60	1	chr16_rank2_score4.990_reads483	train
91	b3e5e8cb-7dd7-40c4-b394-617785d1ca91	chr16	3104133	3136107	31923	False	60	1	chr16_rank2_score4.990_reads483	train
92	276b7a8b-92e2-481d-bfa6-bf4295014b89	chr16	3104295	3120197	15897	False	60	1	chr16_rank2_score4.990_reads483	train
93	0a9803b0-591f-4b66-97ac-08feae7bb300	chr16	3104469	3114140	9679	True	60	1	chr16_rank2_score4.990_reads483	train
94	a03a63ae-6445-464b-948d-e21db9c91623	chr16	3104569	3110760	6157	False	60	1	chr16_rank2_score4.990_reads483	train
