row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq	region_id	region_name	split
0	08471438-a7b4-422f-b7b4-e5605692cc2a	chr17	8047420	8103653	56049	0	32768	32768	False	60	0	chr16_rank1_score5.253_reads554	train
1	08471438-a7b4-422f-b7b4-e5605692cc2a	chr17	8047420	8103653	56049	16384	49152	32768	False	60	0	chr16_rank1_score5.253_reads554	train
2	08471438-a7b4-422f-b7b4-e5605692cc2a	chr17	8047420	8103653	56049	23281	56049	32768	False	60	0	chr16_rank1_score5.253_reads554	train
3	08471438-a7b4-422f-b7b4-e5605692cc2a	chr17	8047420	8103653	56049	32768	56049	23281	False	60	0	chr16_rank1_score5.253_reads554	train
4	08471438-a7b4-422f-b7b4-e5605692cc2a	chr17	8047420	8103653	56049	49152	56049	6897	False	60	0	chr16_rank1_score5.253_reads554	train
5	8b6b23c2-5a4e-4704-a08a-114746644af7	chr17	8053314	8121079	78069	0	32768	32768	False	60	0	chr16_rank1_score5.253_reads554	train
6	8b6b23c2-5a4e-4704-a08a-114746644af7	chr17	8053314	8121079	78069	16384	49152	32768	False	60	0	chr16_rank1_score5.253_reads554	train
7	8b6b23c2-5a4e-4704-a08a-114746644af7	chr17	8053314	8121079	78069	32768	65536	32768	False	60	0	chr16_rank1_score5.253_reads554	train
8	8b6b23c2-5a4e-4704-a08a-114746644af7	chr17	8053314	8121079	78069	45301	78069	32768	False	60	0	chr16_rank1_score5.253_reads554	train
9	8b6b23c2-5a4e-4704-a08a-114746644af7	chr17	8053314	8121079	78069	49152	78069	28917	False	60	0	chr16_rank1_score5.253_reads554	train
10	8b6b23c2-5a4e-4704-a08a-114746644af7	chr17	8053314	8121079	78069	65536	78069	12533	False	60	0	chr16_rank1_score5.253_reads554	train
11	4a6c149f-abad-40e1-99e4-ee673bf179fb	chr17	8061889	8124458	62009	0	32768	32768	True	60	0	chr16_rank1_score5.253_reads554	train
12	4a6c149f-abad-40e1-99e4-ee673bf179fb	chr17	8061889	8124458	62009	16384	49152	32768	True	60	0	chr16_rank1_score5.253_reads554	train
13	4a6c149f-abad-40e1-99e4-ee673bf179fb	chr17	8061889	8124458	62009	29241	62009	32768	True	60	0	chr16_rank1_score5.253_reads554	train
14	4a6c149f-abad-40e1-99e4-ee673bf179fb	chr17	8061889	8124458	62009	32768	62009	29241	True	60	0	chr16_rank1_score5.253_reads554	train
15	4a6c149f-abad-40e1-99e4-ee673bf179fb	chr17	8061889	8124458	62009	49152	62009	12857	True	60	0	chr16_rank1_score5.253_reads554	train
16	4c46d346-96eb-4c79-a37f-23c3bd5de667	chr17	8069695	8108246	38444	0	32768	32768	False	60	0	chr16_rank1_score5.253_reads554	train
17	4c46d346-96eb-4c79-a37f-23c3bd5de667	chr17	8069695	8108246	38444	5676	38444	32768	False	60	0	chr16_rank1_score5.253_reads554	train
18	4c46d346-96eb-4c79-a37f-23c3bd5de667	chr17	8069695	8108246	38444	16384	38444	22060	False	60	0	chr16_rank1_score5.253_reads554	train
19	4c46d346-96eb-4c79-a37f-23c3bd5de667	chr17	8069695	8108246	38444	32768	38444	5676	False	60	0	chr16_rank1_score5.253_reads554	train
20	93d09415-0d88-4334-abcf-9c8133ce1eba	chr17	8069871	8112011	42040	0	32768	32768	True	60	0	chr16_rank1_score5.253_reads554	train
21	93d09415-0d88-4334-abcf-9c8133ce1eba	chr17	8069871	8112011	42040	9272	42040	32768	True	60	0	chr16_rank1_score5.253_reads554	train
22	93d09415-0d88-4334-abcf-9c8133ce1eba	chr17	8069871	8112011	42040	16384	42040	25656	True	60	0	chr16_rank1_score5.253_reads554	train
23	93d09415-0d88-4334-abcf-9c8133ce1eba	chr17	8069871	8112011	42040	32768	42040	9272	True	60	0	chr16_rank1_score5.253_reads554	train
24	248a5348-041a-47ff-a8eb-52b4db1d3f6c	chr17	8070605	8106739	36117	0	32768	32768	True	60	0	chr16_rank1_score5.253_reads554	train
25	248a5348-041a-47ff-a8eb-52b4db1d3f6c	chr17	8070605	8106739	36117	3349	36117	32768	True	60	0	chr16_rank1_score5.253_reads554	train
26	248a5348-041a-47ff-a8eb-52b4db1d3f6c	chr17	8070605	8106739	36117	16384	36117	19733	True	60	0	chr16_rank1_score5.253_reads554	train
27	248a5348-041a-47ff-a8eb-52b4db1d3f6c	chr17	8070605	8106739	36117	32768	36117	3349	True	60	0	chr16_rank1_score5.253_reads554	train
28	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	0	32768	32768	True	60	0	chr16_rank1_score5.253_reads554	train
29	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	16384	49152	32768	True	60	0	chr16_rank1_score5.253_reads554	train
30	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	32768	65536	32768	True	60	0	chr16_rank1_score5.253_reads554	train
31	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	49152	81920	32768	True	60	0	chr16_rank1_score5.253_reads554	train
32	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	65536	98304	32768	True	60	0	chr16_rank1_score5.253_reads554	train
33	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	81920	114688	32768	True	60	0	chr16_rank1_score5.253_reads554	train
34	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	98304	131072	32768	True	60	0	chr16_rank1_score5.253_reads554	train
35	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	98762	131530	32768	True	60	0	chr16_rank1_score5.253_reads554	train
36	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	114688	131530	16842	True	60	0	chr16_rank1_score5.253_reads554	train
37	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	131072	131530	458	True	60	0	chr16_rank1_score5.253_reads554	train
38	87cf7552-e030-47fc-9118-d0bd8b72c744	chr17	8075121	8102934	27135	0	27135	27135	False	60	0	chr16_rank1_score5.253_reads554	train
39	bed906be-9cf4-4c03-9b14-70af6e47f002	chr17	8075121	8102932	27851	0	27851	27851	True	60	0	chr16_rank1_score5.253_reads554	train
40	8cddccf0-ab1d-4f3a-8c17-07d76f47c300	chr17	8076270	8100825	24549	0	24549	24549	False	60	0	chr16_rank1_score5.253_reads554	train
41	710ce0d5-6cfb-4b5d-bb58-0c2032b56063	chr17	8078838	8100332	21402	0	21402	21402	False	60	0	chr16_rank1_score5.253_reads554	train
42	53c28fb1-fbed-4529-bef8-3bee09f94c50	chr17	8081100	8130922	48552	0	32768	32768	False	60	0	chr16_rank1_score5.253_reads554	train
43	53c28fb1-fbed-4529-bef8-3bee09f94c50	chr17	8081100	8130922	48552	15784	48552	32768	False	60	0	chr16_rank1_score5.253_reads554	train
44	53c28fb1-fbed-4529-bef8-3bee09f94c50	chr17	8081100	8130922	48552	16384	48552	32168	False	60	0	chr16_rank1_score5.253_reads554	train
45	53c28fb1-fbed-4529-bef8-3bee09f94c50	chr17	8081100	8130922	48552	32768	48552	15784	False	60	0	chr16_rank1_score5.253_reads554	train
46	c6cb8428-1d45-42ba-aa87-6f3f40ac889a	chr17	8081495	8107001	24540	0	24540	24540	False	60	0	chr16_rank1_score5.253_reads554	train
47	e869806a-ddd9-4630-a026-43c9aa2b169f	chr17	8082006	8115518	33359	0	32768	32768	False	60	0	chr16_rank1_score5.253_reads554	train
48	e869806a-ddd9-4630-a026-43c9aa2b169f	chr17	8082006	8115518	33359	591	33359	32768	False	60	0	chr16_rank1_score5.253_reads554	train
49	e869806a-ddd9-4630-a026-43c9aa2b169f	chr17	8082006	8115518	33359	16384	33359	16975	False	60	0	chr16_rank1_score5.253_reads554	train
50	7303c87a-4a00-465b-bca3-d249108f5820	chr17	43156277	43200640	43967	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train
51	7303c87a-4a00-465b-bca3-d249108f5820	chr17	43156277	43200640	43967	11199	43967	32768	True	60	1	chr16_rank2_score4.782_reads296	train
52	7303c87a-4a00-465b-bca3-d249108f5820	chr17	43156277	43200640	43967	16384	43967	27583	True	60	1	chr16_rank2_score4.782_reads296	train
53	7303c87a-4a00-465b-bca3-d249108f5820	chr17	43156277	43200640	43967	32768	43967	11199	True	60	1	chr16_rank2_score4.782_reads296	train
54	7cfccd98-8038-4565-a79d-a39c2ff41fe5	chr17	43163404	43203546	40119	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train
55	7cfccd98-8038-4565-a79d-a39c2ff41fe5	chr17	43163404	43203546	40119	7351	40119	32768	True	60	1	chr16_rank2_score4.782_reads296	train
56	7cfccd98-8038-4565-a79d-a39c2ff41fe5	chr17	43163404	43203546	40119	16384	40119	23735	True	60	1	chr16_rank2_score4.782_reads296	train
57	7cfccd98-8038-4565-a79d-a39c2ff41fe5	chr17	43163404	43203546	40119	32768	40119	7351	True	60	1	chr16_rank2_score4.782_reads296	train
58	4c04ea99-b060-4f2e-9bf3-7cc8e78df954	chr17	43166754	43214150	47394	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train
59	4c04ea99-b060-4f2e-9bf3-7cc8e78df954	chr17	43166754	43214150	47394	14626	47394	32768	True	60	1	chr16_rank2_score4.782_reads296	train
60	4c04ea99-b060-4f2e-9bf3-7cc8e78df954	chr17	43166754	43214150	47394	16384	47394	31010	True	60	1	chr16_rank2_score4.782_reads296	train
61	4c04ea99-b060-4f2e-9bf3-7cc8e78df954	chr17	43166754	43214150	47394	32768	47394	14626	True	60	1	chr16_rank2_score4.782_reads296	train
62	74cd056b-ab64-4f15-b066-b323633e6fcb	chr17	43167366	43204274	36600	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train
63	74cd056b-ab64-4f15-b066-b323633e6fcb	chr17	43167366	43204274	36600	3832	36600	32768	True	60	1	chr16_rank2_score4.782_reads296	train
64	74cd056b-ab64-4f15-b066-b323633e6fcb	chr17	43167366	43204274	36600	16384	36600	20216	True	60	1	chr16_rank2_score4.782_reads296	train
65	74cd056b-ab64-4f15-b066-b323633e6fcb	chr17	43167366	43204274	36600	32768	36600	3832	True	60	1	chr16_rank2_score4.782_reads296	train
66	c357b19b-d7d6-4d31-93fd-88d94915cc21	chr17	43170144	43204300	34121	0	32768	32768	False	60	1	chr16_rank2_score4.782_reads296	train
67	c357b19b-d7d6-4d31-93fd-88d94915cc21	chr17	43170144	43204300	34121	1353	34121	32768	False	60	1	chr16_rank2_score4.782_reads296	train
68	c357b19b-d7d6-4d31-93fd-88d94915cc21	chr17	43170144	43204300	34121	16384	34121	17737	False	60	1	chr16_rank2_score4.782_reads296	train
69	c357b19b-d7d6-4d31-93fd-88d94915cc21	chr17	43170144	43204300	34121	32768	34121	1353	False	60	1	chr16_rank2_score4.782_reads296	train
70	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	0	32768	32768	False	60	1	chr16_rank2_score4.782_reads296	train
71	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	16384	49152	32768	False	60	1	chr16_rank2_score4.782_reads296	train
72	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	24864	57632	32768	False	60	1	chr16_rank2_score4.782_reads296	train
73	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	32768	57632	24864	False	60	1	chr16_rank2_score4.782_reads296	train
74	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	49152	57632	8480	False	60	1	chr16_rank2_score4.782_reads296	train
75	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train
76	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	16384	49152	32768	True	60	1	chr16_rank2_score4.782_reads296	train
77	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	24957	57725	32768	True	60	1	chr16_rank2_score4.782_reads296	train
78	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	32768	57725	24957	True	60	1	chr16_rank2_score4.782_reads296	train
