row_idx	read_id	chrom	alignment_start	alignment_end	read_length	is_reverse	mapq	region_id	region_name	split
0	ff8f9eaf-5316-4c24-8ed8-f90beec78983	chr17	8077868	8101817	23936	True	60	0	chr16_rank1_score5.253_reads554	train
1	3e895f75-cdda-4ef5-917b-c2e5a19cc4c0	chr17	8082511	8100790	17990	True	60	0	chr16_rank1_score5.253_reads554	train
2	44a5d5c4-0044-469f-8392-aa65b8d8ef98	chr17	8084964	8104805	19624	False	60	0	chr16_rank1_score5.253_reads554	train
3	d2efc396-2438-44cc-9c81-91724ff0d9ac	chr17	8086413	8111449	24919	False	60	0	chr16_rank1_score5.253_reads554	train
4	d3ef2964-772c-463b-8829-b5002fc15031	chr17	8086511	8105300	19096	True	60	0	chr16_rank1_score5.253_reads554	train
5	11213dd8-082b-438c-b6f4-9ee7b81fc9e3	chr17	8086648	8101340	18188	True	60	0	chr16_rank1_score5.253_reads554	train
6	12fd1599-b62a-49a3-a110-6ee8014eb89a	chr17	8086783	8104693	17898	True	60	0	chr16_rank1_score5.253_reads554	train
7	ed37dd09-d800-46a9-a190-7b31c1d8b04b	chr17	8086821	8108192	21133	False	60	0	chr16_rank1_score5.253_reads554	train
8	9546e7dd-8f34-4a0e-ad4f-92d1407a8349	chr17	8088272	8106762	18485	True	60	0	chr16_rank1_score5.253_reads554	train
9	138270af-97b9-424e-a70b-7a6f9edffe37	chr17	8088691	8107533	29449	True	60	0	chr16_rank1_score5.253_reads554	train
10	72929294-519c-499c-a9b3-971ad456228b	chr17	8089225	8101543	12179	True	60	0	chr16_rank1_score5.253_reads554	train
11	fcdc879f-deac-4c1a-a397-8a8ca0cbb659	chr17	8089452	8116204	25590	True	60	0	chr16_rank1_score5.253_reads554	train
12	dd7c53c7-da30-436d-8009-23386d026d6f	chr17	8089584	8119056	29003	True	60	0	chr16_rank1_score5.253_reads554	train
13	826accea-02ec-4d67-8953-5cae6caca621	chr17	8090288	8114878	24285	False	60	0	chr16_rank1_score5.253_reads554	train
14	fad10ad6-6120-40f3-a82e-15c38f985873	chr17	8090589	8109539	18837	True	60	0	chr16_rank1_score5.253_reads554	train
15	2f0f38b5-e48a-4820-833a-5288c682695d	chr17	8090662	8103631	12962	False	60	0	chr16_rank1_score5.253_reads554	train
16	fef30be6-f66b-4f3b-a844-ca8829452cfe	chr17	8090662	8100399	9527	False	60	0	chr16_rank1_score5.253_reads554	train
17	c9a308e3-ab1c-4207-9bdc-32aae616ae78	chr17	8092178	8108544	16242	False	60	0	chr16_rank1_score5.253_reads554	train
18	0c532a0d-1569-481e-8bb5-64991d81f818	chr17	8092908	8107367	14438	False	60	0	chr16_rank1_score5.253_reads554	train
19	e64e7da4-f700-41f5-b1a5-5ee9ee147cca	chr17	8092921	8107367	14409	True	60	0	chr16_rank1_score5.253_reads554	train
20	e4554f91-f817-4d3f-9c67-40ea4ad03231	chr17	8092957	8102702	9557	False	60	0	chr16_rank1_score5.253_reads554	train
21	15a0c0ab-310c-4d23-81f2-e74b0a5fb4cb	chr17	8093961	8101093	7148	True	60	0	chr16_rank1_score5.253_reads554	train
22	67258c39-98a3-47ab-900a-c87d64692029	chr17	8094097	8103075	8939	False	60	0	chr16_rank1_score5.253_reads554	train
23	75849a93-f386-47c9-ba03-cf8fd6ed1cf7	chr17	8094208	8105797	11405	False	60	0	chr16_rank1_score5.253_reads554	train
24	07079174-2c52-4ce3-b829-df990723ef89	chr17	8094420	8112987	17392	False	60	0	chr16_rank1_score5.253_reads554	train
25	9b46a263-1da6-4676-9dec-d6fd3cada7e7	chr17	8095023	8101431	6405	False	60	0	chr16_rank1_score5.253_reads554	train
26	24d6dbf4-1808-4b02-a2de-ecb3cda746fd	chr17	8095168	8103483	8327	False	60	0	chr16_rank1_score5.253_reads554	train
27	b612399b-7e55-46ad-ae41-754a1521c88c	chr17	8095168	8103483	8300	True	60	0	chr16_rank1_score5.253_reads554	train
28	270e2120-dfa1-4894-9b4f-c370df02bb3c	chr17	8095259	8101407	6164	False	60	0	chr16_rank1_score5.253_reads554	train
29	ee1e79b7-0694-4feb-9e7a-b32c9c336821	chr17	8095355	8100999	5583	False	60	0	chr16_rank1_score5.253_reads554	train
30	971b6de5-4f94-4cc4-92e8-22f0467c2fd4	chr17	8096193	8106369	9956	True	60	0	chr16_rank1_score5.253_reads554	train
31	2bdcf9ef-c79b-430f-b3b4-db3b41dc28c0	chr17	8096896	8104301	7400	True	60	0	chr16_rank1_score5.253_reads554	train
32	60e42d6c-cbd3-42df-8218-87ee8b935b80	chr17	8096908	8120468	23365	True	60	0	chr16_rank1_score5.253_reads554	train
33	b36b8d2b-f8c3-4067-b36f-bbff85c3f8d3	chr17	8097273	8103689	6448	True	60	0	chr16_rank1_score5.253_reads554	train
34	38d550d1-4226-4fb3-b775-17d1d4d120c1	chr17	8098601	8101841	3115	False	60	0	chr16_rank1_score5.253_reads554	train
35	8063fbff-6f13-4f64-951a-235aae27ff98	chr17	8099250	8107041	7506	False	60	0	chr16_rank1_score5.253_reads554	train
36	58cecaa4-5410-4044-adc9-c558fed3255f	chr17	8099496	8108380	8686	True	60	0	chr16_rank1_score5.253_reads554	train
37	7a13698d-cd13-43ef-ad4d-ee5b55bd0293	chr17	8099572	8113489	13460	False	60	0	chr16_rank1_score5.253_reads554	train
38	ee5f30d4-27cc-4171-b301-e79ae494a2b5	chr17	8099887	8132698	32646	True	60	0	chr16_rank1_score5.253_reads554	train
39	e5573ed6-6574-4c43-b9e5-08782519949c	chr17	8101188	8107138	5975	True	60	0	chr16_rank1_score5.253_reads554	train
40	3d0d6327-2e2d-478b-ac56-e0f3d4b66e9e	chr17	8101291	8106188	4921	True	60	0	chr16_rank1_score5.253_reads554	train
41	2d0a595d-05b0-49ce-beaa-3bce5f4c70d9	chr17	8101363	8128103	25373	True	60	0	chr16_rank1_score5.253_reads554	train
42	110bbc35-0303-4abe-97aa-1368a9ac645d	chr17	8101371	8128104	25020	False	60	0	chr16_rank1_score5.253_reads554	train
43	aafb333a-5988-40b5-86e6-558ddb9c1110	chr17	8101436	8110420	8875	False	60	0	chr16_rank1_score5.253_reads554	train
44	9ce70da0-56b2-43cf-8d50-c76c32d1cdfa	chr17	8101436	8110417	8913	True	60	0	chr16_rank1_score5.253_reads554	train
45	bae09ba7-4493-415f-baa0-1aedb29cc02b	chr17	8101799	8108169	6277	False	60	0	chr16_rank1_score5.253_reads554	train
46	5be8f348-c3ce-4e40-8eab-1faabe4255e3	chr17	8102428	8102971	567	True	60	0	chr16_rank1_score5.253_reads554	train
47	16a27845-4816-4178-ae44-3c4aeeb2ac7c	chr17	8102581	8103077	496	False	60	0	chr16_rank1_score5.253_reads554	train
48	8bcefbf5-269f-463a-9120-686f01ecfc8e	chr17	8102724	8118907	16012	False	60	0	chr16_rank1_score5.253_reads554	train
49	b6634236-bdbe-4b75-8736-37e27fb2d8b3	chr17	8102724	8118871	16053	True	60	0	chr16_rank1_score5.253_reads554	train
50	c8b0e5e9-9783-4150-8dbc-a776f02b399a	chr17	43174840	43203606	28333	False	60	1	chr16_rank2_score4.782_reads296	train
51	35e3945c-9f95-4d0d-9237-8e97d85542ad	chr17	43179950	43200635	19994	False	28	1	chr16_rank2_score4.782_reads296	train
52	816d456a-7060-4e3f-92af-663686c71b82	chr17	43180185	43205129	24899	False	60	1	chr16_rank2_score4.782_reads296	train
53	ea6caaa0-650d-465f-85eb-3182b3c59789	chr17	43180226	43213209	32433	False	60	1	chr16_rank2_score4.782_reads296	train
54	c53b4219-1c72-443f-b039-7500cffba3a1	chr17	43185712	43208405	22686	True	60	1	chr16_rank2_score4.782_reads296	train
55	dc820433-7383-4b1d-a4c7-e0560cf466b7	chr17	43186603	43204143	17063	True	60	1	chr16_rank2_score4.782_reads296	train
56	2d8a2c7f-31f3-4400-9066-a86eaecaf763	chr17	43187422	43218808	30580	True	60	1	chr16_rank2_score4.782_reads296	train
57	0da47c54-8860-44f7-92e4-3605d30cf991	chr17	43187570	43205592	17876	True	60	1	chr16_rank2_score4.782_reads296	train
58	ade7f6b3-0fcb-4854-9a7f-ebae257ec912	chr17	43187875	43216354	28420	False	60	1	chr16_rank2_score4.782_reads296	train
59	50a3efc6-9f95-4fce-bd1f-8928566363bb	chr17	43188379	43202692	14330	False	60	1	chr16_rank2_score4.782_reads296	train
60	4a0aea55-be97-456d-9177-801a2485c9e5	chr17	43188840	43202898	14055	False	60	1	chr16_rank2_score4.782_reads296	train
61	a7e54a36-d5ea-4d5e-a459-69cbf0904db4	chr17	43189662	43213902	24216	False	60	1	chr16_rank2_score4.782_reads296	train
62	8fdf78ae-6d26-4f5a-aec1-407a5bf896a1	chr17	43190441	43203314	12918	True	60	1	chr16_rank2_score4.782_reads296	train
63	70cb9e25-505a-43e5-941a-daf1d36233f9	chr17	43192526	43223184	30558	True	60	1	chr16_rank2_score4.782_reads296	train
64	8bb28c68-d0d7-465e-a142-69713f1499a0	chr17	43192789	43201703	8943	False	60	1	chr16_rank2_score4.782_reads296	train
65	cf8ab4cd-70b8-44fc-89c0-94f64944c227	chr17	43193254	43208781	16006	False	60	1	chr16_rank2_score4.782_reads296	train
66	b2dfc17e-19f7-457c-adb0-de2d1dffc570	chr17	43193563	43221163	27576	True	60	1	chr16_rank2_score4.782_reads296	train
67	3d214bc9-b466-471f-bf22-bd2766a1536d	chr17	43193664	43208575	14903	True	60	1	chr16_rank2_score4.782_reads296	train
68	e29c5765-d48f-4b61-a6db-6afe82064ca3	chr17	43193856	43213593	19342	False	60	1	chr16_rank2_score4.782_reads296	train
69	77b93e78-a375-4571-a096-cdf86cb1a1f2	chr17	43194053	43202723	8701	True	60	1	chr16_rank2_score4.782_reads296	train
70	0a924008-824a-479b-a5ab-b7df954aa058	chr17	43194246	43200614	6392	False	60	1	chr16_rank2_score4.782_reads296	train
71	9b2466f8-7a40-45b8-b1f8-018070bf2c65	chr17	43194262	43205475	11228	True	60	1	chr16_rank2_score4.782_reads296	train
72	7a942007-b19e-450f-9c96-253520d5484f	chr17	43194346	43203145	8781	True	60	1	chr16_rank2_score4.782_reads296	train
73	62d2ced5-16dd-4a1d-967f-d9fe4840b4cb	chr17	43196345	43200843	4503	False	60	1	chr16_rank2_score4.782_reads296	train
