row_idx	read_id	chrom	alignment_start	alignment_end	read_length	is_reverse	mapq	region_id	region_name	split
2	4e7f7f36-3fc8-4911-aaa6-999012b60c82	chr11	785660	818125	31329	False	60	0	chr16_rank1_score6.530_reads411	train
7	30bc5bac-fc97-4353-935c-f1769f4ae1fb	chr11	790643	811577	20477	True	60	0	chr16_rank1_score6.530_reads411	train
8	ef64b607-fd9e-4bb3-a968-bbeefdd348db	chr11	790695	809738	18732	False	60	0	chr16_rank1_score6.530_reads411	train
13	807b9fb6-17cb-4e1a-951b-52dc75a7724b	chr11	793438	810046	16339	False	60	0	chr16_rank1_score6.530_reads411	train
14	1e40e82b-9c46-425d-9fea-af3f9a16f396	chr11	793614	812804	19113	True	60	0	chr16_rank1_score6.530_reads411	train
15	4f3fdec6-656b-478f-ba0d-4a16c6fd580d	chr11	794054	807578	13493	True	60	0	chr16_rank1_score6.530_reads411	train
18	f2935080-af5b-4a34-bc81-873cfe8694a5	chr11	795657	812419	16634	False	60	0	chr16_rank1_score6.530_reads411	train
20	21aabc30-bbfb-46d2-9286-adb68563572a	chr11	795808	807648	11802	True	60	0	chr16_rank1_score6.530_reads411	train
22	fb744de0-baf2-4ecf-b72c-4ec92beb7e3c	chr11	796705	806846	10138	False	60	0	chr16_rank1_score6.530_reads411	train
23	63e3f617-a24f-4468-ab4d-6a9b8f99cc37	chr11	797288	802995	5593	True	60	0	chr16_rank1_score6.530_reads411	train
25	9808111a-4e36-4192-bebd-71666eb4c931	chr11	798827	827373	27748	False	60	0	chr16_rank1_score6.530_reads411	train
26	9ec4eddb-463b-443a-bdc2-6eaef47fcca6	chr11	799267	806570	7103	True	60	0	chr16_rank1_score6.530_reads411	train
27	a9e7d759-5737-47c8-8621-d442f0fd4f44	chr11	799435	816183	16457	True	60	0	chr16_rank1_score6.530_reads411	train
28	8f83092d-dbd8-4f13-b936-7aae128eb125	chr11	799460	807389	7796	False	60	0	chr16_rank1_score6.530_reads411	train
29	667623fc-3389-422f-bc43-6b65fa5b20fe	chr11	799530	808699	9222	False	60	0	chr16_rank1_score6.530_reads411	train
30	f3586c98-fa33-4b1e-af77-8618bc77a25f	chr11	799553	816764	17186	False	60	0	chr16_rank1_score6.530_reads411	train
31	18633934-b8e8-4ace-9965-2767a28a6832	chr11	799679	821482	21628	False	60	0	chr16_rank1_score6.530_reads411	train
32	d30a82d5-86fa-476b-bf14-50c1c162d934	chr11	799907	816531	16304	True	60	0	chr16_rank1_score6.530_reads411	train
