row_idx	read_id	chrom	alignment_start	alignment_end	read_length	is_reverse	mapq	region_id	region_name	split
14	2f551cbc-9a1b-486e-9b91-7c15ebda2fcd	chr16	694211	714181	20019	True	60	0	chr16_rank1_score5.069_reads370	train
15	3167b5e4-a560-415a-8b64-ec3d1ca77ebe	chr16	694286	705781	11715	True	60	0	chr16_rank1_score5.069_reads370	train
16	fb4485e1-4b2b-496a-95fd-b52df7accd1e	chr16	696044	704844	8431	False	60	0	chr16_rank1_score5.069_reads370	train
17	737243f9-6d51-482f-91ab-c924a7acb00a	chr16	696240	714133	17995	False	60	0	chr16_rank1_score5.069_reads370	train
18	bb1c312d-a733-43b3-a6ca-d4e6ccc6c42f	chr16	696240	714133	18030	True	60	0	chr16_rank1_score5.069_reads370	train
19	81e94299-37d4-4f50-9c61-ff68b4e05452	chr16	696463	709755	13398	False	60	0	chr16_rank1_score5.069_reads370	train
20	eab68072-b471-434f-b891-0e64448699c4	chr16	697103	706518	9271	False	60	0	chr16_rank1_score5.069_reads370	train
21	77da53b3-a0ea-4461-b16f-68ec57c7c7f0	chr16	697578	708819	10962	False	60	0	chr16_rank1_score5.069_reads370	train
22	eabb340d-f3e2-48b7-9d5c-8bfba0d7e935	chr16	697965	702157	4154	True	60	0	chr16_rank1_score5.069_reads370	train
23	d326181e-f94d-43eb-93f8-c56bb8971d58	chr16	698121	717767	19464	False	60	0	chr16_rank1_score5.069_reads370	train
24	1c3be7f4-170a-4d1d-ac60-fbe3fa963dca	chr16	698241	703493	5254	True	60	0	chr16_rank1_score5.069_reads370	train
25	d9315dca-e978-4ca3-be6f-33407cb8284c	chr16	698332	711316	13012	True	60	0	chr16_rank1_score5.069_reads370	train
26	1ed2d7f1-6294-459c-be4c-9a2af2b848c9	chr16	698590	720077	21439	False	60	0	chr16_rank1_score5.069_reads370	train
27	ca832d2c-fbc5-4845-b1d1-fc269e07fedf	chr16	698672	714226	15524	True	60	0	chr16_rank1_score5.069_reads370	train
28	72a40e2c-e891-431e-9f0f-51b305b57711	chr16	698694	701818	3142	True	60	0	chr16_rank1_score5.069_reads370	train
29	90a58346-e240-4e79-855c-e274d5e9d204	chr16	698800	701487	2670	False	60	0	chr16_rank1_score5.069_reads370	train
30	1d44b08b-2113-4e1a-91a9-08cbd0d4d8eb	chr16	699098	707352	7907	True	60	0	chr16_rank1_score5.069_reads370	train
31	9cab85bc-e9d9-4440-93ce-511394a2565f	chr16	699118	705164	6050	False	60	0	chr16_rank1_score5.069_reads370	train
32	ca0c0733-4b46-4a3e-8bf1-6872721d589b	chr16	699301	704355	5329	True	60	0	chr16_rank1_score5.069_reads370	train
33	cce0d845-0282-42ab-8582-71dcc9952f8e	chr16	700027	710487	9659	True	60	0	chr16_rank1_score5.069_reads370	train
34	38160299-e6d1-4b55-a76b-3ed890d003ec	chr16	700031	709922	9844	False	60	0	chr16_rank1_score5.069_reads370	train
35	b467a1e2-6927-4c44-8586-de37fc3258d1	chr16	700371	714771	14382	True	60	0	chr16_rank1_score5.069_reads370	train
36	186482fc-61f1-472f-8297-e33481569d0d	chr16	700372	714771	14310	False	60	0	chr16_rank1_score5.069_reads370	train
37	7ebd3ed8-1164-45b0-9596-b8516484e7a2	chr16	701759	707425	5685	True	60	0	chr16_rank1_score5.069_reads370	train
38	c1b0e7a2-5032-4774-8282-081b902cbb5c	chr16	702336	705051	2652	False	60	0	chr16_rank1_score5.069_reads370	train
39	fbc0050b-91f5-4062-8ee3-cc7a9f748b9b	chr16	702519	712276	9731	False	60	0	chr16_rank1_score5.069_reads370	train
40	d94d94ab-8cd1-4a72-9caa-04fe105ba0b3	chr16	703200	717816	14559	False	60	0	chr16_rank1_score5.069_reads370	train
41	07670fa5-c4fc-4927-ad9f-7149144dd1ec	chr16	703202	707267	4068	True	60	0	chr16_rank1_score5.069_reads370	train
42	6c6df387-a8a0-4262-b303-ddea94b0fd92	chr16	703392	712059	8671	False	60	0	chr16_rank1_score5.069_reads370	train
43	e438018e-fb87-4b52-8dad-737a7cbf7751	chr16	703669	729327	25668	False	60	0	chr16_rank1_score5.069_reads370	train
44	f3b81fad-c06d-405e-a5e0-2c45015701df	chr16	703756	726551	22720	True	60	0	chr16_rank1_score5.069_reads370	train
45	7601761f-2985-4d4d-8efc-b59f992f2d85	chr16	703988	714725	10645	False	60	0	chr16_rank1_score5.069_reads370	train
46	66ae0ba0-e6b6-4bbd-94f3-7822a2741a3c	chr16	705139	716020	10824	False	60	0	chr16_rank1_score5.069_reads370	train
47	d63f84ab-b8fb-4ebf-b819-7e6889606bcf	chr16	705217	737957	32615	True	60	0	chr16_rank1_score5.069_reads370	train
48	a437d841-4546-4f0b-a13a-f36f139536e1	chr16	705220	723706	17502	True	55	0	chr16_rank1_score5.069_reads370	train
49	b1d8bb57-afca-4fe4-8726-15277c5d56d2	chr16	706494	738126	31474	True	60	0	chr16_rank1_score5.069_reads370	train
50	0e354e66-b4a2-4024-b3fc-0abddd4bcb0b	chr16	3077719	3102842	25135	False	60	19	chr16_rank20_score3.106_reads440	train
51	2938c840-9926-4ec4-885e-5e18e1dcb365	chr16	3078880	3101482	22465	True	60	19	chr16_rank20_score3.106_reads440	train
52	c85855ce-8e0c-4587-9a8d-ae29be419902	chr16	3080335	3100376	20050	False	60	19	chr16_rank20_score3.106_reads440	train
53	32990812-caa3-4b0c-88d2-a74fb34f9ea6	chr16	3080380	3110319	29553	False	60	19	chr16_rank20_score3.106_reads440	train
54	1024efcc-9209-44c6-afbb-8150d598bc26	chr16	3080867	3113548	32280	False	60	19	chr16_rank20_score3.106_reads440	train
55	ea30d2ce-2400-4148-bc3e-f49210a15e46	chr16	3084216	3103955	19667	False	60	19	chr16_rank20_score3.106_reads440	train
56	26670f9c-078d-4053-8b01-ce0e1c329183	chr16	3084683	3101932	16647	True	60	19	chr16_rank20_score3.106_reads440	train
57	d06bee9a-63a3-4b45-ac06-c27f9835596d	chr16	3086453	3113352	26830	True	60	19	chr16_rank20_score3.106_reads440	train
58	63a8adf4-d685-4bae-83ce-1fe17f862fb2	chr16	3086455	3105710	19245	True	60	19	chr16_rank20_score3.106_reads440	train
59	c49f876f-ed2c-4b53-ab85-85b3c2c3e70f	chr16	3086726	3105038	18211	False	60	19	chr16_rank20_score3.106_reads440	train
60	4116057c-1938-485d-8a4d-faed9e0ed701	chr16	3087591	3100609	13022	False	60	19	chr16_rank20_score3.106_reads440	train
61	e5e45403-7239-4b65-b4f4-7a38f5948078	chr16	3087943	3114832	25635	True	60	1	chr16_rank2_score4.990_reads483	train
62	040bb037-d2b6-4823-af59-8ef07112a0ea	chr16	3088420	3109332	20876	True	60	19	chr16_rank20_score3.106_reads440	train
63	8941ec9f-bbd4-4fa6-9d63-8985d3c85105	chr16	3088713	3102850	14140	True	60	19	chr16_rank20_score3.106_reads440	train
64	30e0fbdf-84cf-41ae-85ac-d7f397eef853	chr16	3090107	3108857	18624	False	60	19	chr16_rank20_score3.106_reads440	train
65	e636887f-21c2-4af6-aade-9bf294a444b1	chr16	3090833	3117614	26786	True	60	1	chr16_rank2_score4.990_reads483	train
66	d2e96b6f-4d67-4b32-86be-dff73a289905	chr16	3091102	3116564	25295	False	60	1	chr16_rank2_score4.990_reads483	train
67	a0c2a325-8eab-4dde-9eb1-d848c21742c3	chr16	3091242	3102120	10860	False	60	19	chr16_rank20_score3.106_reads440	train
68	af752ccd-07a9-489d-8163-91994cd9eee9	chr16	3091531	3103604	12118	True	60	19	chr16_rank20_score3.106_reads440	train
