chrom	start	end	score	eligible_reads	a_mean	a_std	a_q95_q05	cpg_mean	cpg_std	cpg_q95_q05
chr11	800000	900000	6.529635226369452	411	5.881589072965006	10.799620788866417	25.0	69.79097140939749	41.165503707158635	100.0
chr11	64200000	64300000	6.477343772829971	404	5.675519038645818	11.826913191089124	25.0	61.767218554632706	44.74743624209259	100.0
chr11	67300000	67400000	6.084462811387368	459	4.877269142862677	10.076873807854902	22.729999542236328	63.655866777301895	44.470025354295956	100.0
chr11	118900000	119000000	5.7629546551085244	413	4.498875423488063	9.911721082282742	22.729999542236328	60.6256597080969	44.788338269794096	100.0
chr11	65500000	65600000	5.590139337756271	452	5.107689692112276	9.74390068186334	21.43000030517578	66.7569702552541	42.85541714505164	100.0
chr11	65400000	65500000	5.152329487200791	530	4.046630159541693	8.637894690733123	18.75	64.94866546216984	43.47119574760748	100.0
chr11	700000	800000	5.133190519889711	389	4.679365599487131	9.77194712870964	21.43000030517578	72.62226663060001	39.416997688902015	100.0
chr11	73300000	73400000	4.737934773410571	677	3.5284172342493165	7.72410172555575	15.380000114440918	74.50727740897348	39.15351301039823	100.0
chr11	65800000	65900000	4.723050321348638	436	4.180152231636058	9.543230579804215	19.229999542236328	57.42351898866596	44.27410199627095	100.0
chr11	62600000	62700000	4.6607935213602865	451	4.187705115527182	9.43758200544787	18.75	66.71542696126977	43.641194927995144	100.0
chr11	62700000	62800000	4.471312223912721	452	3.9593714351755938	10.208504364130535	18.18000030517578	66.18779097279027	43.84110322259381	100.0
chr11	500000	600000	4.436554549562312	405	4.50833831974284	10.499950207387133	19.049999237060547	69.98176297705788	41.923357952985874	100.0
chr11	64800000	64900000	4.362070118151625	463	4.160636293398349	8.875811360329486	17.649999618530273	71.74390603887556	39.334610810044936	100.0
chr11	2900000	3000000	4.360643176855092	517	3.3559591024272466	7.945011028228902	16.670000076293945	71.93277046431258	41.105745402386624	100.0
chr11	68000000	68100000	4.295585894622074	453	3.630803467691715	8.37968845604294	17.649999618530273	72.9926670432119	39.76584849199284	100.0
chr11	64300000	64400000	4.290943514881764	426	4.084769215428179	9.75745546016908	18.18000030517578	70.95134760668729	40.47934796652699	100.0
chr11	67400000	67500000	4.280207470761239	398	4.354656989220156	9.481803757272635	18.75	73.74413490443025	38.635645509656385	100.0
chr11	62500000	62600000	4.058049145267966	419	3.6537793471514544	8.804745424362846	17.649999618530273	66.16875130324055	42.99177577900485	100.0
chr11	65600000	65700000	3.9680304814108402	502	3.5341751107381834	8.413925033025697	15.789999961853027	73.8164408041204	39.61826499392278	100.0
chr11	119000000	119100000	3.9612687457665086	418	3.730105788311467	8.91219157224578	17.389999389648438	65.77453701040643	44.17429605087764	100.0
chr11	62800000	62900000	3.7868234136021246	473	3.43263394805753	8.183550229262872	15.789999961853027	63.59086522093423	44.3751138550782	100.0
chr11	119300000	119400000	3.63479217934264	492	3.175631087504403	7.832464348109045	15.0	65.46398071484427	42.04760218001664	100.0
chr11	119100000	119200000	3.587015967534503	401	3.5086279739599617	8.324243729188725	16.670000076293945	67.47102971586745	42.70000276866775	100.0
chr11	65300000	65400000	3.572259147808033	482	3.3598001808614937	8.231828828774022	15.0	74.17236557147082	39.553747440237906	100.0
chr11	300000	400000	3.5488239151572043	396	3.4263911309533435	7.897301953232373	16.670000076293945	75.63079411507661	36.91200092616111	100.0
chr11	76700000	76800000	3.546882659347692	478	3.13914325140661	6.983805562226913	15.0	66.29245396697827	41.46116447837474	100.0
chr11	63900000	64000000	3.510147793470345	391	3.6398740329121457	8.223637673491767	16.670000076293945	76.1744283834931	38.00298424491752	100.0
chr11	61800000	61900000	3.4031702151407215	417	3.585048843151318	8.57411877912454	15.789999961853027	72.26502471742043	41.40420788242248	100.0
chr11	2100000	2200000	3.3067598463133687	404	3.5173898236849235	7.051060960698555	15.789999961853027	59.03914179387595	39.83548580829154	100.0
chr11	65900000	66000000	3.301569977387598	441	3.4556775961425745	8.591040734845427	15.0	72.64541911467664	39.44173519649719	100.0
chr11	46300000	46400000	3.2983105983410486	422	3.437003442090789	7.6494713594775305	15.380000114440918	69.62621444615645	39.409917540980416	100.0
chr11	66300000	66400000	3.2119445709975807	464	3.103198322960897	7.804096239230032	14.289999961853027	67.09296360336222	40.50849268963321	100.0
chr11	66200000	66300000	3.1456048897862896	454	3.289618214409082	7.900512122223884	14.289999961853027	69.14638111003369	42.25317585981444	100.0
chr11	65000000	65100000	3.1417670950336323	439	3.2965862756280715	8.060885120049605	14.576000213620777	72.72812503554991	39.97404280769757	100.0
chr11	61700000	61800000	3.0870902606969914	411	3.4097737418253207	7.2493518047270475	15.0	81.31187200458105	33.761538868583216	100.0
chr11	65100000	65200000	3.084640495030598	445	3.137182444676464	8.11550901809363	14.289999961853027	66.83599391827104	42.82369168366284	100.0
chr11	66000000	66100000	3.0786966622066396	478	2.891783784543148	7.4831178704477015	13.640000343322754	69.93151067571438	41.24945209370171	100.0
chr11	1800000	1900000	3.0433102223432194	439	3.1167601000520073	6.112186394981592	14.289999961853027	74.91553701136732	33.20139110486267	100.0
chr11	66800000	66900000	3.0084354981642134	434	2.954964514291656	7.161959634912396	14.289999961853027	79.17302037167826	36.498644704290804	100.0
chr11	75500000	75600000	3.0017535147894674	561	2.584579932926056	5.782848481414508	12.0	72.29032283851399	36.753770330094575	100.0
chr11	64000000	64100000	2.96622277175939	395	3.546280635518035	6.531790446442497	15.0	79.51187921865208	33.151249804672915	100.0
chr11	67200000	67300000	2.9476488433718027	490	2.716947956580846	6.9860068895151075	13.039999961853027	76.70768531143901	38.515499574417554	100.0
chr11	200000	300000	2.946999990419408	376	3.2357725154480415	7.974988585643134	15.380000114440918	68.55853265678743	40.577539029372694	100.0
chr11	47200000	47300000	2.937467063465695	424	3.016008438667127	7.445007833328347	14.289999961853027	78.11767289110624	37.69647726695462	100.0
chr11	400000	500000	2.9008145618665493	395	3.2088803317307755	7.525758095082471	14.8100004196167	82.7939126006773	31.011087345397158	100.0
chr11	1500000	1600000	2.8867884702898525	417	2.9515948870218014	6.567699427685612	14.289999961853027	70.97079713886494	38.94348840646094	100.0
chr11	66400000	66500000	2.8683071813509518	462	2.9798997487321723	7.634447339247001	13.329999923706055	57.078348162344966	43.0471069022678	100.0
chr11	76200000	76300000	2.8608752035845573	445	3.0878207876238832	6.496630827511699	13.640000343322754	59.48767183927821	41.4761430206872	100.0
chr11	61300000	61400000	2.8572107683388364	535	2.5942771883802753	6.446129977407925	12.0	78.85208251856575	37.25902327795761	100.0
chr11	2300000	2400000	2.8278203522139758	409	3.0111279427062665	6.2141244248460765	14.289999961853027	72.08122816342994	35.70673148402321	100.0
chr11	45800000	45900000	2.8171788782970806	499	2.686644928014151	6.955993390997852	12.5	63.47146299074468	41.76200075439379	100.0
chr11	64700000	64800000	2.812601799002221	438	3.0155608143184605	7.302603434832487	13.640000343322754	63.30165499098827	41.50668500636677	100.0
chr11	6600000	6700000	2.794934123701279	451	2.8374471135522867	7.39573652288889	13.329999923706055	56.4597077559172	41.468167196517115	100.0
chr11	3800000	3900000	2.763182258778373	533	2.5159381120438127	6.592232979852213	11.760000228881836	74.703793726722	40.046995924725145	100.0
chr11	61900000	62000000	2.7419959562368605	458	2.725928314032094	6.302375697328875	13.039999961853027	72.32730251480386	39.607535138012686	100.0
chr11	69600000	69700000	2.7218020660643782	395	2.7175408512004418	7.360482391265681	14.289999961853027	64.35241398643186	43.590896298676256	100.0
chr11	61500000	61600000	2.708572783637473	453	2.8430028337593667	6.196682233444899	13.039999961853027	57.833881612596564	40.110780013892736	100.0
chr11	57500000	57600000	2.6989610411218936	480	2.5508219186094503	6.007785616857326	12.5	67.25057860559698	40.74888469732014	100.0
chr11	72700000	72800000	2.5966032740334013	408	2.9552116178439514	6.537126213491685	13.640000343322754	80.6362260523546	33.97819706385441	100.0
chr11	47900000	48000000	2.586745540362222	503	2.4087836259025286	5.639012839067857	11.760000228881836	73.59163817078063	39.15343303380137	100.0
chr11	47500000	47600000	2.502444321139948	450	2.577623438277932	6.474999816147939	12.5	76.96284221262982	37.60565825673241	100.0
chr11	63800000	63900000	2.4683303697576013	496	2.3892143760186806	6.108029493951523	11.539999961853027	78.98976499316967	36.83884826548681	100.0
chr11	1300000	1400000	2.459893771625677	404	2.7156339280272483	7.017689478209267	13.329999923706055	69.43351607470602	38.43990131200958	100.0
chr11	8000000	8100000	2.4568746577237577	482	2.3179753766609177	5.267690726703766	11.760000228881836	64.57088992598189	40.16110478176752	100.0
chr11	68400000	68500000	2.4564343678409024	588	2.0257838588155312	5.4463570169313895	10.0	88.31804456495301	27.420984251116774	100.0
chr11	27400000	27500000	2.4357160024925344	562	2.092448991835301	5.59119928391673	10.34000015258789	73.13103890019882	40.05626222388104	100.0
chr11	1900000	2000000	2.429383045590057	231	3.6648957301646456	8.099055227647119	18.18000030517578	75.10525443723154	33.93742872932081	100.0
chr11	2400000	2500000	2.3922199624411102	434	2.7457668396516555	6.819868301643292	12.5	58.48981291413619	38.767300386176174	100.0
chr11	2800000	2900000	2.3922199624411102	434	2.6085198213438123	5.951704920715249	12.5	68.33290166828091	37.576673312269584	100.0
chr11	600000	700000	2.385196932525558	433	2.691497287355564	6.551760494714119	12.5	86.8818075184319	28.885859533908622	100.0
chr11	59500000	59600000	2.367234320656078	527	2.1655236766217034	5.78695284737259	10.710000038146973	61.6601924138307	43.466650519887786	100.0
chr11	124700000	124800000	2.356942053330373	429	2.47242088448877	6.463612453515868	12.5	60.45581305444937	43.0996284118904	100.0
chr11	66600000	66700000	2.3475361170591866	465	2.532926423764226	6.954308360201726	11.760000228881836	79.24906980882882	37.28170498971813	100.0
chr11	72600000	72700000	2.289448089401845	444	2.5647451481974994	5.316297492236863	12.0	66.32261251938911	38.824010097551955	100.0
chr11	69000000	69100000	2.2773677187288643	475	2.560463196587848	5.644756902217848	12.5	85.92809357088532	27.172966088011194	93.32999992370605
chr11	3000000	3100000	2.2632639366979275	416	2.5321349894334473	6.0975482594119645	12.5	85.54007056125073	28.62011944340482	100.0
chr11	60900000	61000000	2.2559373901979343	415	2.6395957642332437	6.688780433236726	12.5	65.1633269616162	40.688111824496026	100.0
chr11	67500000	67600000	2.2412313128128	413	2.727601534875348	7.6449158849657	12.5	66.39783426762746	41.319432388288966	100.0
chr11	65700000	65800000	2.2340904687546512	436	2.5254601832127155	6.533023809605117	12.0	65.14242502571327	40.452784847752056	100.0
chr11	44900000	45000000	2.2338516111475184	412	2.524688777473576	5.784091270313246	12.5	73.11653217706267	36.920771495191836	100.0
chr11	900000	1000000	2.227330000315023	447	2.478917472390483	5.96130845311917	11.760000228881836	85.65861376890851	30.783543836835335	100.0
chr11	47400000	47500000	2.227330000315023	447	2.400623584991413	6.458166025282646	11.760000228881836	80.22660503081323	35.24319811532269	100.0
chr11	57300000	57400000	2.204153029756339	408	2.5366627323442725	6.591478102944862	12.5	71.01921738072214	38.520297113834296	100.0
chr11	119700000	119800000	2.19496472690327	476	2.364081604010092	5.667293382850241	11.109999656677246	56.46312261632754	42.97593743098955	100.0
chr11	77100000	77200000	2.1861854873033226	441	2.4791380581704976	5.314982893974108	11.760000228881836	78.28245428583057	31.82231831785696	100.0
