chrom	start	end	score	eligible_reads	a_mean	a_std	a_q95_q05	cpg_mean	cpg_std	cpg_q95_q05
chr16	700000	800000	5.0692078605581905	370	5.73431802822018	10.949006479702563	25.0	63.90954306326887	42.163600860138764	100.0
chr16	3100000	3200000	4.989727272643379	483	4.662246530265515	9.984536770008987	22.219999313354492	53.343798915703026	45.33184346079437	100.0
chr16	600000	700000	4.721507814969131	400	5.3892370468516715	11.01729602034333	23.079999923706055	69.64981896956967	40.953631349658046	100.0
chr16	2100000	2200000	4.433033831189409	447	5.329330295508941	10.705163034059696	21.049999237060547	77.97785441888595	36.797938334410254	100.0
chr16	4300000	4400000	4.344748086785677	484	4.6840256315730935	9.804495327654518	20.0	72.72733405796532	39.73563107220873	100.0
chr16	2900000	3000000	3.926958291338817	416	4.389817504456897	10.435762899806953	20.0	67.01534463708776	42.08710243212567	100.0
chr16	30900000	31000000	3.9065823100462747	501	4.181922217004054	9.689023230772232	18.18000030517578	70.54862287988895	42.01766900478999	100.0
chr16	1900000	2000000	3.8378711704619657	346	4.886507964313644	10.302608854619331	21.43000030517578	65.75827303536897	42.15747172156083	100.0
chr16	2000000	2100000	3.828211229692441	359	4.759636733853533	9.603296879617483	21.049999237060547	80.23761346087426	35.184682054378996	100.0
chr16	500000	600000	3.770047025706469	393	4.805049000635528	9.464947047609698	20.0	76.34218586754186	37.74161777060786	100.0
chr16	29800000	29900000	3.588745429298041	368	4.248772977857265	9.628181068454161	20.0	62.80609144006088	43.49973500825987	100.0
chr16	67100000	67200000	3.5545392630223516	441	4.005395494818311	9.078506027654424	18.18000030517578	65.8183796695767	42.453479358976814	100.0
chr16	1300000	1400000	3.528125533790602	360	4.583356847765463	9.50090746849781	20.0	71.94155864423736	39.38257443359296	100.0
chr16	2200000	2300000	3.4798248024476988	404	4.4007303458115885	9.873730180865506	18.75	72.12200730200423	41.00846218746425	100.0
chr16	30000000	30100000	3.433021987665263	422	4.098210223811363	8.9840613269523	18.18000030517578	65.07218489565899	42.131894656638764	100.0
chr16	88800000	88900000	3.425160818378175	494	3.8068122445656702	8.074000538256945	16.670000076293945	77.60892019852032	35.01963462619555	100.0
chr16	31400000	31500000	3.24629593088534	463	3.5864127429036667	8.149121070934404	16.670000076293945	70.40059395893564	40.038951936983345	100.0
chr16	67200000	67300000	3.1430645747549515	446	3.587822153564462	8.211913575284857	16.670000076293945	73.00232523921647	40.08848425352908	100.0
chr16	30600000	30700000	3.1244404504519863	443	3.6412406876898142	9.268679493779338	16.670000076293945	65.25852573969574	43.37645840204836	100.0
chr16	3000000	3100000	3.1056900599354864	440	3.926171222705708	9.371161414774853	16.670000076293945	66.23934660285244	41.09229126573024	100.0
chr16	67800000	67900000	3.081255890170058	393	3.9020670699203905	9.486356165708528	17.649999618530273	68.29965638376443	42.39975023248091	100.0
chr16	1100000	1200000	3.077693081242696	371	4.276157508074843	7.888651505062797	18.18000030517578	74.71238725198911	35.40246700337094	100.0
chr16	88700000	88800000	3.063769582870348	497	3.780304447343916	7.220152861396998	15.380000114440918	83.06645334809768	32.03344216996447	100.0
chr16	1700000	1800000	3.055298853561796	368	4.139683386588392	9.23008715463769	18.18000030517578	77.85209000224604	37.1934732473674	100.0
chr16	30300000	30400000	2.9575511452092726	417	3.523489682138487	9.304305411793715	16.670000076293945	68.76664648129517	42.56420300757427	100.0
chr16	88600000	88700000	2.9096055408102073	470	3.325978876008214	7.498974688109784	15.380000114440918	82.67937245419444	31.734953887754866	100.0
chr16	300000	400000	2.856480019626097	402	3.689205963646817	8.700721857434731	16.670000076293945	78.40096893914456	36.9904072779348	100.0
chr16	31000000	31100000	2.7586935506251904	388	3.5445093087935033	8.5331249241839	16.670000076293945	75.91429432394878	37.38490185732975	100.0
chr16	89900000	90000000	2.756814627832531	463	3.380564895300093	8.46701692354994	15.0	76.52965254056105	39.00865432360401	100.0
chr16	75200000	75300000	2.7515746998280077	387	3.490044756707422	7.610678804008213	16.670000076293945	78.53508794557692	35.608401074691386	100.0
chr16	28800000	28900000	2.7163796162528575	492	3.2948477182345295	7.917685617632005	14.289999961853027	73.56662457525806	40.13714170990349	100.0
chr16	1000000	1100000	2.715702964678638	382	3.7589858502923805	7.086259293734237	16.670000076293945	70.05215967489009	35.8211495509734	100.0
chr16	14900000	15000000	2.7017303393912666	812	2.246490190254329	5.78307801596501	9.520000457763672	79.59954901452559	32.460930501853646	100.0
chr16	2700000	2800000	2.699498554640041	489	3.2759498031599388	7.5873895239199	14.289999961853027	76.11604422764592	37.331681624379335	100.0
chr16	4200000	4300000	2.575896683900009	501	3.074865159340646	7.483742930546859	13.640000343322754	72.41854824926402	38.9512642383059	100.0
chr16	89500000	89600000	2.5444222484727304	359	3.4897477001670136	8.026693690512083	16.670000076293945	78.9763992482063	36.733995370137706	100.0
chr16	87800000	87900000	2.5430958022685966	394	3.390936816486663	6.870770555920134	15.789999961853027	71.43742197199964	38.227919055842605	100.0
chr16	30700000	30800000	2.474678380564178	418	3.1858221284820676	7.607015468390683	15.0	78.46451337544123	37.63372430692152	100.0
chr16	57700000	57800000	2.450789744709138	398	3.2240698600294047	7.602408072366012	15.380000114440918	80.79353129556789	33.93827766145748	100.0
chr16	69300000	69400000	2.4406053448302476	493	2.849207262901958	7.777332078027767	13.329999923706055	70.93439333262245	42.25830876325759	100.0
chr16	2800000	2900000	2.438333774825516	508	2.7677965676374483	6.875286510137475	13.039999961853027	74.62659712311253	35.744523993699616	100.0
chr16	85500000	85600000	2.3875105931003104	405	3.1396500329943176	6.996872777566852	15.0	79.02841739620081	36.06753259018499	100.0
chr16	4600000	4700000	2.3463335742926974	399	3.303850713783278	8.271595402627534	15.0	79.28875479418619	36.119439738134616	100.0
chr16	31100000	31200000	2.3463335742926974	399	3.311861255851853	7.948493795866172	15.0	71.86084225410193	39.202536042379414	100.0
chr16	30500000	30600000	2.33180668667321	428	3.1418244289415695	7.600154563256946	14.289999961853027	75.71074491461783	37.69185727210632	100.0
chr16	57600000	57700000	2.3253523733408286	427	2.8754048739091713	6.38116925472166	14.289999961853027	82.24189839559628	30.224886446162312	100.0
chr16	2400000	2500000	2.283395212027854	390	3.126496514067906	7.67588830284758	15.0	71.78942892055439	40.783921543655204	100.0
chr16	0	100000	2.2785198646283624	326	3.728588021104693	8.316082114643676	16.670000076293945	75.70196329813622	38.194721909728365	100.0
chr16	88400000	88500000	2.2644304754301205	372	3.613956288185613	7.7345109028558205	15.380000114440918	85.12252629513858	29.384386050336914	100.0
chr16	85600000	85700000	2.2549638862593255	446	3.052480376329592	7.819748070136838	13.640000343322754	79.3202090988972	35.97142992417342	100.0
chr16	29900000	30000000	2.206522410615713	409	3.127172251048671	8.083620261163333	14.289999961853027	71.75489971874663	41.298125256981244	100.0
chr16	88500000	88600000	2.147729418159744	429	2.9682783199647202	6.644087169468247	13.640000343322754	78.203883079462	35.054832552282356	100.0
chr16	67900000	68000000	2.145136294849125	400	3.154031697074693	6.873529540765014	14.289999961853027	81.22104902689794	34.210533761347996	100.0
chr16	85700000	85800000	2.1235746152133714	480	2.5323684510651727	6.271186003712719	12.5	79.41647356079167	34.629196100972514	100.0
chr16	70400000	70500000	2.1098664247414423	451	2.692077317870698	6.054641634633063	13.039999961853027	84.15403233279352	32.0244055446907	100.0
chr16	5000000	5100000	2.097601783765371	449	2.853361170767496	7.1741209977430005	13.039999961853027	61.718654041670106	40.99278103371501	100.0
chr16	56600000	56700000	2.076095888601987	432	2.7149907314962323	6.452622987436131	13.329999923706055	74.33221630064665	36.66060469739443	100.0
chr16	89600000	89700000	2.0682099903385502	389	3.0402100429596377	7.448755872332426	14.289999961853027	81.1336448223962	33.92380831084626	100.0
chr16	89700000	89800000	2.042857251747305	413	2.945464302878807	7.956326628209109	13.640000343322754	76.93736746683946	38.91566803623575	100.0
chr16	28900000	29000000	2.041727721657342	440	2.8212701412997947	7.2269921918066995	13.039999961853027	76.6072721610341	37.19640776217861	100.0
chr16	1400000	1500000	2.018118830510417	382	3.23498760475046	7.2338688079154325	14.289999961853027	78.81456573125087	35.53879496079673	100.0
chr16	69100000	69200000	2.0082863271507723	498	2.4849440882251415	6.692247477622884	11.760000228881836	73.07845835982273	41.127424385413384	100.0
chr16	30400000	30500000	1.9974760254816804	433	2.763854035945598	7.117186787824354	13.039999961853027	69.53250241754179	40.373468014331976	100.0
chr16	81400000	81500000	1.971867768377226	429	2.754502496170225	7.00741346178652	13.039999961853027	75.68685751555209	37.96344476009661	100.0
chr16	67400000	67500000	1.9654996835319754	478	2.638204577550783	6.420728042228641	12.0	74.09465378928758	38.543678018955916	100.0
chr16	70600000	70700000	1.9638015440214165	453	2.517225244014816	5.631330021293106	12.5	78.18545647681083	34.061726412423795	100.0
chr16	2500000	2600000	1.9589967758933151	333	3.3734078122968483	8.271870805538676	15.380000114440918	77.73219849815018	37.44185929291404	100.0
chr16	1600000	1700000	1.95461974052172	400	2.982900027317829	7.513289543289564	13.640000343322754	73.47654981565879	40.84584511050069	100.0
chr16	4400000	4500000	1.9519953341373135	413	2.800748976663537	7.330655399004021	13.329999923706055	77.03024937157065	38.414100469898436	100.0
chr16	21500000	21600000	1.938602223180775	411	2.774789233816353	7.44152222938983	13.329999923706055	64.49040636822541	41.59791999078372	100.0
chr16	73000000	73100000	1.938602223180775	411	2.5573335918644373	6.551206674307788	13.329999923706055	68.00951357277326	42.811302255429176	100.0
chr16	66900000	67000000	1.921658708694581	389	2.8834156030887352	6.319011662148154	13.789999961853027	75.62952151435948	34.87545258696942	100.0
chr16	57800000	57900000	1.9208268634822958	446	2.378346833513065	5.929819161634912	12.5	76.50454889733908	37.83776366147149	100.0
chr16	89800000	89900000	1.9022027391793308	443	2.8214243525756544	7.450787085478968	12.5	80.71184994732228	36.063779401043185	100.0
chr16	71800000	71900000	1.889716614099056	441	2.5906715426724354	6.741506960573867	12.5	68.37845267332423	42.188575935747835	100.0
chr16	87300000	87400000	1.8771738624075103	439	2.7052073550601192	7.377226851832815	12.5	75.28208071236222	39.225815248791015	100.0
chr16	84600000	84700000	1.839200652487169	433	2.679238584666139	6.648236488878137	12.5	73.54678089252862	39.1279949066865	100.0
chr16	86500000	86600000	1.826426163227286	431	2.453875013915109	5.566039323999806	12.5	69.3971143856724	36.813020254123096	100.0
chr16	89200000	89300000	1.8135923953827147	429	2.7797737283379313	7.203337629726982	12.5	79.7170220157779	35.12939187841954	100.0
chr16	4700000	4800000	1.8111517549279477	452	2.6309104180296945	6.81970436350951	12.0	83.03782535771688	32.18038204223341	100.0
chr16	89000000	89100000	1.8009782091318602	391	2.850443115681403	5.624156878409073	13.329999923706055	56.73889244182518	38.39875622321255	100.0
chr16	57000000	57100000	1.7899175760641954	493	2.2202641615888385	5.21682010334767	11.109999656677246	76.89391706261453	35.40631445463414	100.0
chr16	88900000	89000000	1.7654748716769775	386	2.9164620603821967	5.70394296336272	13.329999923706055	69.44459242900517	35.857515212055176	100.0
chr16	67500000	67600000	1.761653366437047	421	2.6738768764751635	7.390064344137974	12.5	73.00406149135806	40.48903917606965	100.0
chr16	100000	200000	1.75114493284233	384	2.6398618832565024	6.741333155382505	13.329999923706055	69.40040385388419	40.50059348071838	100.0
chr16	57100000	57200000	1.7390661985271227	484	2.186449709398192	5.739182869313492	11.109999656677246	83.90483563265006	31.638989426301354	100.0
chr16	23500000	23600000	1.734695221999709	451	2.498293596045194	6.544446384111012	11.760000228881836	79.03376301042779	37.314744041612855	100.0
chr16	900000	1000000	1.7222603673408519	380	2.611262188080118	6.255199265279597	13.329999923706055	80.64226641706826	31.69723156082447	100.0
chr16	88300000	88400000	1.7220487945633176	415	2.676443300500751	6.303857957894495	12.5	85.31996668346731	30.628409660429085	100.0
chr16	14300000	14400000	1.691528896325669	444	2.4398544704110106	6.014403832687873	11.760000228881836	74.53151191768302	39.271530909076716	100.0
chr16	89100000	89200000	1.6639933319080913	360	2.8718608605439737	6.544074956538049	13.640000343322754	83.35154556887599	29.432239949865167	100.0
chr16	15900000	16000000	1.647678138394796	437	2.2151695603175856	5.264219561743635	11.760000228881836	78.79737324181397	35.60626824171918	100.0
chr16	2600000	2700000	1.6410965175809156	403	2.8140943388250963	7.4228031888919155	12.5	83.07348295936183	33.092121723523654	100.0
chr16	67600000	67700000	1.6285409378256837	465	2.3045169326334825	6.01987637654284	11.109999656677246	76.67992286102903	36.31217476383578	100.0
chr16	400000	500000	1.6270462541354942	444	2.3008194536197473	5.855970794140259	11.539999961853027	81.87025990913163	34.03639294771607	100.0
chr16	70300000	70400000	1.6225996422911715	464	2.1730725160843996	5.6058225743246135	11.109999656677246	86.25553460539655	30.32527366801978	100.0
chr16	68200000	68300000	1.6095303334800641	431	2.400478613232224	6.441716277436769	11.760000228881836	77.72968128300403	37.423916858109195	100.0
chr16	87600000	87700000	1.6095303334800641	431	2.451882012261982	5.239731531595381	11.760000228881836	70.63997100883914	35.94395510407691	100.0
chr16	66500000	66600000	1.6086983315944194	491	1.9956879783334582	5.474113518351658	10.529999732971191	79.53309175186183	35.729889110581375	100.0
chr16	30100000	30200000	1.5960198649981352	363	2.6974875474652413	6.773959190106262	13.329999923706055	74.77075183885962	36.595931683921485	100.0
chr16	30800000	30900000	1.5838029664891717	427	2.4224681501960412	6.779436361114721	11.760000228881836	74.59138489237833	38.105576920260404	100.0
chr16	84100000	84200000	1.580649316756073	457	2.350794350766299	6.331965057887653	11.109999656677246	73.98362867469015	37.82481520947906	100.0
chr16	11300000	11400000	1.575403195241344	495	2.060211874604117	5.127557364863042	10.34000015258789	80.63374972048939	31.529513457169095	100.0
chr16	66600000	66700000	1.5746041296329305	456	2.2149058062531184	6.239584329724261	11.109999656677246	74.47361741737166	39.97808893271588	100.0
chr16	75500000	75600000	1.5685457000301546	455	2.305283869815812	6.4344850672717095	11.109999656677246	72.67611986056885	39.52875720861634	100.0
chr16	85000000	85100000	1.5624739698028676	454	2.261715079115445	5.665901762783826	11.109999656677246	77.86953838365274	33.20686523262416	100.0
chr16	22100000	22200000	1.5527302034159531	509	2.1413699923829226	6.4576552278828805	10.0	61.05495387828341	38.776594059286225	100.0
chr16	81700000	81800000	1.546162487269304	480	2.2007148859193157	5.480765818076377	10.529999732971191	73.66671491133702	37.41775117103311	100.0
chr16	90000000	90100000	1.5381960341869454	420	2.4723572484570764	6.4168275069411145	11.760000228881836	73.99795328020996	38.337622038634684	100.0
chr16	66800000	66900000	1.5190739159472466	485	2.1050891797075177	5.769448290332446	10.34000015258789	76.16399547670845	36.53925142826273	100.0
chr16	200000	300000	1.515044078151465	385	2.5796496263574347	6.208442370885865	12.5	83.07297579476783	32.497134359058215	100.0
chr16	56900000	57000000	1.505617878315397	473	2.160127437500517	5.571097334202192	10.529999732971191	75.02262438907813	36.097423383726635	100.0
chr16	1200000	1300000	1.4897261382686073	393	2.9291241868213858	5.537778802935597	13.329999923706055	78.02216739008706	30.2880961160926	95.0
chr16	57500000	57600000	1.4526001779461177	464	2.1296746495528573	5.238349851351916	10.529999732971191	78.63705907676875	33.543313500340275	100.0
chr16	69700000	69800000	1.4508397657731438	436	2.2660230930604266	5.880361861960338	11.109999656677246	78.65817593373646	36.31056937107919	100.0
chr16	29600000	29700000	1.4473105947418796	416	2.2104711398272445	5.302477400371319	11.539999961853027	79.04205715206875	32.17588427713565	100.0
